food,portion,units,gross_weight,net_weight,energy,carbs,clasification
Abulón fresco,40,g,40.0,40.0,42.0,2.4,A.O.A MUY BAJOS EN GRASA
Acociles,50,g,50.0,35.0,37.0,0.9,A.O.A MUY BAJOS EN GRASA
Aguayón,30,g,30.0,30.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Aguayón de res,30,g,30.0,30.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Ahuahutle seco,10,g,10.0,10.0,39.0,0.2,A.O.A MUY BAJOS EN GRASA
Alce crudo,35,g,35.0,35.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Almeja chirla,50,g,50.0,50.0,41.0,0.7,A.O.A MUY BAJOS EN GRASA
Almeja cruda mediana sin concha,4,pieza,58.0,58.0,43.0,1.5,A.O.A MUY BAJOS EN GRASA
Almeja fresca sin concha,4,pieza,58.0,58.0,43.0,1.5,A.O.A MUY BAJOS EN GRASA
Alón de pollo sin piel,1,pieza,55.0,29.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Anchoa fresca,30,g,30.0,30.0,39.0,0.0,A.O.A MUY BAJOS EN GRASA
Anillos de calamar,1/4,taza,38.0,38.0,34.0,1.2,A.O.A MUY BAJOS EN GRASA
Armadillo,30,g,30.0,21.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Arrachera de avestruz,40,g,40.0,40.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Atún blanco en agua (drenado),1/3,lata,33.0,33.0,43.0,0.0,A.O.A MUY BAJOS EN GRASA
Atún en agua drenado,1/3,lata,33.0,33.0,39.0,0.0,A.O.A MUY BAJOS EN GRASA
Atún fresco,30,g,30.0,30.0,43.0,0.0,A.O.A MUY BAJOS EN GRASA
Atún horneado,20,g,20.0,20.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Atún lihgt (drenado),1/3,lata,33.0,33.0,39.0,0.0,A.O.A MUY BAJOS EN GRASA
Bacalao enlatado,35,g,35.0,35.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Bacalao fresco,45,g,45.0,45.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Bacalao noruego,15,g,15.0,15.0,44.0,0.0,A.O.A MUY BAJOS EN GRASA
Bacalao seco,15,g,15.0,15.0,44.0,0.0,A.O.A MUY BAJOS EN GRASA
Bagre,80,g,80.0,40.0,38.0,0.0,A.O.A MUY BAJOS EN GRASA
Bagre fileteado,40,g,40.0,40.0,38.0,0.0,A.O.A MUY BAJOS EN GRASA
Bistec,30,g,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Bistec de res,30,g,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Bola de ternera,35,g,35.0,35.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
Boquerón crudo,45,g,45.0,36.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
"Boquilla, crudo",75,g,75.0,38.0,31.0,0.0,A.O.A MUY BAJOS EN GRASA
Cabeza de pescado,400,g,400.0,40.0,40.0,0.0,A.O.A MUY BAJOS EN GRASA
Cabrilla,75,g,75.0,38.0,31.0,0.0,A.O.A MUY BAJOS EN GRASA
Cabrito,25,g,25.0,25.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Calamar americano,45,g,45.0,45.0,41.0,1.4,A.O.A MUY BAJOS EN GRASA
Calamar crudo,45,g,45.0,45.0,41.0,1.4,A.O.A MUY BAJOS EN GRASA
Calamar fresco entero,45,g,45.0,45.0,41.0,1.4,A.O.A MUY BAJOS EN GRASA
Calamar fresco limpio,45,g,45.0,45.0,42.0,1.4,A.O.A MUY BAJOS EN GRASA
Camarón 16-20,2,pieza,50.0,40.0,34.0,0.4,A.O.A MUY BAJOS EN GRASA
Camarón cocido,5,pieza,34.0,34.0,38.0,0.0,A.O.A MUY BAJOS EN GRASA
Camarón crudo mediano,6,pieza,45.0,36.0,40.0,0.3,A.O.A MUY BAJOS EN GRASA
Camarón de surimi,40,g,40.0,40.0,32.0,3.7,A.O.A MUY BAJOS EN GRASA
Camarón enlatado,1/4,taza,32.0,32.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Camarón gigante,2,pieza,50.0,40.0,38.0,0.4,A.O.A MUY BAJOS EN GRASA
Camarón pacotilla,6,pieza,36.0,36.0,33.0,0.3,A.O.A MUY BAJOS EN GRASA
Camarón seco,10,g,10.0,9.0,33.0,0.5,A.O.A MUY BAJOS EN GRASA
Camarón seco salado,10,g,10.0,9.0,42.0,0.5,A.O.A MUY BAJOS EN GRASA
Camarón U15,2,pieza,50.0,40.0,37.0,0.4,A.O.A MUY BAJOS EN GRASA
Cangrejo,2,pieza,42.0,42.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
Cangrejp cocido,40,g,40.0,40.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
Cangrejo de Alaska,40,g,40.0,40.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
Cangrejo de Alaska cocido,40,g,40.0,40.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
Cangrejo enlatado,1/4,taza,34.0,34.0,33.0,0.0,A.O.A MUY BAJOS EN GRASA
Carne de alce cocida,25,g,25.0,25.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Carne de armadillo,35,g,35.0,25.0,40.0,0.0,A.O.A MUY BAJOS EN GRASA
Carne de avestruz,35,g,35.0,35.0,31.0,0.0,A.O.A MUY BAJOS EN GRASA
Carne de faisám cruda sin  piel,35,g,35.0,30.0,40.0,0.0,A.O.A MUY BAJOS EN GRASA
carne de jaiba,40,g,40.0,40.0,39.0,0.4,A.O.A MUY BAJOS EN GRASA
Carne de res seca,11,g,11.0,11.0,43.0,0.1,A.O.A MUY BAJOS EN GRASA
Carne de venado cruda,30,g,30.0,27.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Carne molida de pavo,30,g,30.0,30.0,33.0,0.0,A.O.A MUY BAJOS EN GRASA
Carne molida de pollo,30,g,30.0,30.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Carne obscura de pollo cruda,30,g,30.0,30.0,38.0,0.0,A.O.A MUY BAJOS EN GRASA
Cazón,60,g,60.0,32.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Cazón fileteado,33,g,33.0,33.0,43.0,0.0,A.O.A MUY BAJOS EN GRASA
Cecina,25,g,25.0,25.0,40.0,0.2,A.O.A MUY BAJOS EN GRASA
Cecina enchilada,25,g,25.0,25.0,40.0,0.2,A.O.A MUY BAJOS EN GRASA
Chambarete,35,g,35.0,33.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Chambarete de res,35,g,35.0,33.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Charales frescos,30,g,30.0,27.0,43.0,0.3,A.O.A MUY BAJOS EN GRASA
Charales secos,15,g,15.0,12.0,38.0,0.3,A.O.A MUY BAJOS EN GRASA
Cherna,70,g,70.0,38.0,32.0,0.0,A.O.A MUY BAJOS EN GRASA
Chipirón (calamar) crudo,45,g,45.0,45.0,41.0,1.4,A.O.A MUY BAJOS EN GRASA
Chuleta ahumada,1/2,pieza,40.0,34.0,34.0,0.1,A.O.A MUY BAJOS EN GRASA
Clara de huevo,2,pieza,66.0,66.0,32.0,0.5,A.O.A MUY BAJOS EN GRASA
Clara de huevo en polvo,1 1/2,cucharada,10.0,10.0,38.0,0.8,A.O.A MUY BAJOS EN GRASA
Corazón de puerco cocido,25,g,25.0,25.0,37.0,0.1,A.O.A MUY BAJOS EN GRASA
Corazón de  puerco crudo,35,g,35.0,35.0,41.0,0.5,A.O.A MUY BAJOS EN GRASA
Corazón de  res cocido,25,g,25.0,25.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
Corazón de res crudo,38,g,38.0,38.0,43.0,0.1,A.O.A MUY BAJOS EN GRASA
Corazón de ternera cocido,20,g,20.0,20.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Corazón de ternera crudo,40,g,40.0,40.0,44.0,0.0,A.O.A MUY BAJOS EN GRASA
Cuete,45,g,45.0,43.0,41.0,1.3,A.O.A MUY BAJOS EN GRASA
Cuete de res,45,g,45.0,43.0,41.0,1.3,A.O.A MUY BAJOS EN GRASA
Empuje,33,g,33.0,33.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Empuje de res,33,g,33.0,33.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Escalopa de res,30,g,30.0,30.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Escamoles,18,g,18.0,18.0,32.0,0.0,A.O.A MUY BAJOS EN GRASA
Extraviado,80,g,80.0,41.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Extraviado fileteado,41,g,41.0,41.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Fajitas de pollo sin piel cruda,30,g,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Falda,35,g,35.0,33.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Falda abierta,35,g,35.0,33.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Falda de res,35,g,35.0,33.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de bandera crudo,40,g,40.0,40.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de calamar crudo,45,g,45.0,45.0,41.0,1.4,A.O.A MUY BAJOS EN GRASA
Filete de cazón crudo,30,g,30.0,30.0,39.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de extraviado,40,g,40.0,40.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
"Filete de guachinando, pargo",35,g,35.0,35.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
"Filete de guachinando, pargo",35,g,35.0,35.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de lenguado,45,g,35.0,35.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de merluza,45,g,45.0,45.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de mero,40,g,40.0,40.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de mojarra,40,g,40.0,40.0,40.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de pescado,40,g,40.0,40.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de pescado blanco del Nilo,40,g,40.0,40.0,36.0,0.4,A.O.A MUY BAJOS EN GRASA
Filete de res,30,g,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de robalo,40,g,40.0,40.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete de venado,40,g,40.0,36.0,45.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete mignón,1/4,pieza,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete miñón,1/4,pieza,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Filete tampiqueña,1/4,pieza,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Gallinita de guinea con piel,30,g,30.0,25.0,39.0,0.0,A.O.A MUY BAJOS EN GRASA
Gallinita de guinea sin piel,55,g,55.0,35.0,38.0,0.0,A.O.A MUY BAJOS EN GRASA
Guachinango,70,g,70.0,36.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Guachinango cocido,28,g,28.0,28.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Guachinando crudo fileteado,35,g,35.0,35.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Gurrubata cruda,80,g,80.0,41.0,41.0,0.0,A.O.A MUY BAJOS EN GRASA
Halibut cocido,27,g,27.0,27.0,38.0,0.0,A.O.A MUY BAJOS EN GRASA
Huachinango crudo fileteado,35,g,35.0,35.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Huachinango cocido,28,g,28.0,28.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Huachinango crudo   ,70,g,70.0,36.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Huevo de iguana,65,g,65.0,58.0,37.0,0.0,A.O.A MUY BAJOS EN GRASA
Iguana,100,g,100.0,30.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Isabelita,70,g,70.0,36.0,30.0,0.0,A.O.A MUY BAJOS EN GRASA
Jaiba cocida desmenuzada,1/3,taza,47.0,47.0,39.0,0.0,A.O.A MUY BAJOS EN GRASA
jaiba cocida entera,75,g,75.0,40.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
jaiba cruda,40,g,40.0,40.0,39.0,0.4,A.O.A MUY BAJOS EN GRASA
"Jorobado, lamparosa",70,g,70.0,36.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Jugo de almeja,7,taza,1680.0,1680.0,35.0,1.4,A.O.A MUY BAJOS EN GRASA
Langosta,100,g,100.0,40.0,36.0,0.2,A.O.A MUY BAJOS EN GRASA
Langosta cocida,35,g,35.0,35.0,34.0,0.5,A.O.A MUY BAJOS EN GRASA
langostino,110,g,110.0,50.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Lenguado,90,g,90.0,45.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Lenguado fileteado,45,g,45.0,45.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Liebre,50,g,50.0,33.0,44.0,0.0,A.O.A MUY BAJOS EN GRASA
"Lisa, churra, cabezuda",70,g,70.0,36.0,40.0,0.0,A.O.A MUY BAJOS EN GRASA
Lomo canadiense,3,rebanada,45.0,45.0,45.0,0.4,A.O.A MUY BAJOS EN GRASA
Lomo de venado,40,g,40.0,36.0,42.0,0.0,A.O.A MUY BAJOS EN GRASA
Machaca,1/3,sobre,13.0,13.0,44.0,0.0,A.O.A MUY BAJOS EN GRASA
Machacado de res,15,g,15.0,15.0,50.0,0.0,A.O.A MUY BAJOS EN GRASA
Maciza de res,25,g,25.0,25.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Maciza de res en trozo,25,g,25.0,25.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Medallón de filete,1/4,pieza,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Medallón de filete de res,30,g,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Mejillones  sin concha cocidos,25,g,25.0,25.0,43.0,1.9,A.O.A MUY BAJOS EN GRASA
Mejillones  sin concha crudos,1/3,taza,50.0,50.0,43.0,1.8,A.O.A MUY BAJOS EN GRASA
Menudencia de pollo cruda,35,g,35.0,35.0,43.0,0.6,A.O.A MUY BAJOS EN GRASA
Menudencias de pavo,25,g,25.0,25.0,42.0,0.5,A.O.A MUY BAJOS EN GRASA
Menudencias de pollo cocidas,25,g,25.0,25.0,40.0,0.1,A.O.A MUY BAJOS EN GRASA
Merluza,85,g,85.0,43.0,33.0,0.0,A.O.A MUY BAJOS EN GRASA
Merluza fileteada,45,g,45.0,45.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Mero cocido,30,g,30.0,30.0,35.0,0.0,A.O.A MUY BAJOS EN GRASA
Mero crudo,80,g,80.0,41.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Mero crudo fileteado,40,g,40.0,40.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Milanesa de avestruz,35,g,35.0,35.0,31.0,0.0,A.O.A MUY BAJOS EN GRASA
Milanesa de pollo,30,g,30.0,30.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
Milanesa de res,30,g,30.0,30.0,36.0,0.0,A.O.A MUY BAJOS EN GRASA
Mojarra cruda fileteada,35,g,35.0,35.0,34.0,0.0,A.O.A MUY BAJOS EN GRASA
